0,MSSubClass
1,LotFrontage
2,LotArea
3,OverallQual
4,OverallCond
5,YearBuilt
6,YearRemodAdd
7,MasVnrArea
8,BsmtFinSF1
9,BsmtFinSF2
10,BsmtUnfSF
11,TotalBsmtSF
12,1stFlrSF
13,2ndFlrSF
14,LowQualFinSF
15,GrLivArea
16,BsmtFullBath
17,BsmtHalfBath
18,FullBath
19,HalfBath
20,BedroomAbvGr
21,KitchenAbvGr
22,TotRmsAbvGrd
23,Fireplaces
24,GarageYrBlt
25,GarageCars
26,GarageArea
27,WoodDeckSF
28,OpenPorchSF
29,EnclosedPorch
30,3SsnPorch
31,ScreenPorch
32,PoolArea
33,MiscVal
34,MoSold
35,YrSold
36,MSZoning_C (all)
37,MSZoning_FV
38,MSZoning_RH
39,MSZoning_RL
40,MSZoning_RM
41,Street_Grvl
42,Street_Pave
43,Alley_Grvl
44,Alley_Pave
45,LotShape_IR1
46,LotShape_IR2
47,LotShape_IR3
48,LotShape_Reg
49,LandContour_Bnk
50,LandContour_HLS
51,LandContour_Low
52,LandContour_Lvl
53,Utilities_AllPub
54,Utilities_NoSeWa
55,LotConfig_Corner
56,LotConfig_CulDSac
57,LotConfig_FR2
58,LotConfig_FR3
59,LotConfig_Inside
60,LandSlope_Gtl
61,LandSlope_Mod
62,LandSlope_Sev
63,Neighborhood_Blmngtn
64,Neighborhood_Blueste
65,Neighborhood_BrDale
66,Neighborhood_BrkSide
67,Neighborhood_ClearCr
68,Neighborhood_CollgCr
69,Neighborhood_Crawfor
70,Neighborhood_Edwards
71,Neighborhood_Gilbert
72,Neighborhood_IDOTRR
73,Neighborhood_MeadowV
74,Neighborhood_Mitchel
75,Neighborhood_NAmes
76,Neighborhood_NPkVill
77,Neighborhood_NWAmes
78,Neighborhood_NoRidge
79,Neighborhood_NridgHt
80,Neighborhood_OldTown
81,Neighborhood_SWISU
82,Neighborhood_Sawyer
83,Neighborhood_SawyerW
84,Neighborhood_Somerst
85,Neighborhood_StoneBr
86,Neighborhood_Timber
87,Neighborhood_Veenker
88,Condition1_Artery
89,Condition1_Feedr
90,Condition1_Norm
91,Condition1_PosA
92,Condition1_PosN
93,Condition1_RRAe
94,Condition1_RRAn
95,Condition1_RRNe
96,Condition1_RRNn
97,Condition2_Artery
98,Condition2_Feedr
99,Condition2_Norm
100,Condition2_PosA
101,Condition2_PosN
102,Condition2_RRAe
103,Condition2_RRAn
104,Condition2_RRNn
105,BldgType_1Fam
106,BldgType_2fmCon
107,BldgType_Duplex
108,BldgType_Twnhs
109,BldgType_TwnhsE
110,HouseStyle_1.5Fin
111,HouseStyle_1.5Unf
112,HouseStyle_1Story
113,HouseStyle_2.5Fin
114,HouseStyle_2.5Unf
115,HouseStyle_2Story
116,HouseStyle_SFoyer
117,HouseStyle_SLvl
118,RoofStyle_Flat
119,RoofStyle_Gable
120,RoofStyle_Gambrel
121,RoofStyle_Hip
122,RoofStyle_Mansard
123,RoofStyle_Shed
124,RoofMatl_ClyTile
125,RoofMatl_CompShg
126,RoofMatl_Membran
127,RoofMatl_Metal
128,RoofMatl_Roll
129,RoofMatl_Tar&Grv
130,RoofMatl_WdShake
131,RoofMatl_WdShngl
132,Exterior1st_AsbShng
133,Exterior1st_AsphShn
134,Exterior1st_BrkComm
135,Exterior1st_BrkFace
136,Exterior1st_CBlock
137,Exterior1st_CemntBd
138,Exterior1st_HdBoard
139,Exterior1st_ImStucc
140,Exterior1st_MetalSd
141,Exterior1st_Plywood
142,Exterior1st_Stone
143,Exterior1st_Stucco
144,Exterior1st_VinylSd
145,Exterior1st_Wd Sdng
146,Exterior1st_WdShing
147,Exterior2nd_AsbShng
148,Exterior2nd_AsphShn
149,Exterior2nd_Brk Cmn
150,Exterior2nd_BrkFace
151,Exterior2nd_CBlock
152,Exterior2nd_CmentBd
153,Exterior2nd_HdBoard
154,Exterior2nd_ImStucc
155,Exterior2nd_MetalSd
156,Exterior2nd_Other
157,Exterior2nd_Plywood
158,Exterior2nd_Stone
159,Exterior2nd_Stucco
160,Exterior2nd_VinylSd
161,Exterior2nd_Wd Sdng
162,Exterior2nd_Wd Shng
163,MasVnrType_BrkCmn
164,MasVnrType_BrkFace
165,MasVnrType_None
166,MasVnrType_Stone
167,ExterQual_Ex
168,ExterQual_Fa
169,ExterQual_Gd
170,ExterQual_TA
171,ExterCond_Ex
172,ExterCond_Fa
173,ExterCond_Gd
174,ExterCond_Po
175,ExterCond_TA
176,Foundation_BrkTil
177,Foundation_CBlock
178,Foundation_PConc
179,Foundation_Slab
180,Foundation_Stone
181,Foundation_Wood
182,BsmtQual_Ex
183,BsmtQual_Fa
184,BsmtQual_Gd
185,BsmtQual_TA
186,BsmtCond_Fa
187,BsmtCond_Gd
188,BsmtCond_Po
189,BsmtCond_TA
190,BsmtExposure_Av
191,BsmtExposure_Gd
192,BsmtExposure_Mn
193,BsmtExposure_No
194,BsmtFinType1_ALQ
195,BsmtFinType1_BLQ
196,BsmtFinType1_GLQ
197,BsmtFinType1_LwQ
198,BsmtFinType1_Rec
199,BsmtFinType1_Unf
200,BsmtFinType2_ALQ
201,BsmtFinType2_BLQ
202,BsmtFinType2_GLQ
203,BsmtFinType2_LwQ
204,BsmtFinType2_Rec
205,BsmtFinType2_Unf
206,Heating_Floor
207,Heating_GasA
208,Heating_GasW
209,Heating_Grav
210,Heating_OthW
211,Heating_Wall
212,HeatingQC_Ex
213,HeatingQC_Fa
214,HeatingQC_Gd
215,HeatingQC_Po
216,HeatingQC_TA
217,CentralAir_N
218,CentralAir_Y
219,Electrical_FuseA
220,Electrical_FuseF
221,Electrical_FuseP
222,Electrical_Mix
223,Electrical_SBrkr
224,KitchenQual_Ex
225,KitchenQual_Fa
226,KitchenQual_Gd
227,KitchenQual_TA
228,Functional_Maj1
229,Functional_Maj2
230,Functional_Min1
231,Functional_Min2
232,Functional_Mod
233,Functional_Sev
234,Functional_Typ
235,FireplaceQu_Ex
236,FireplaceQu_Fa
237,FireplaceQu_Gd
238,FireplaceQu_Po
239,FireplaceQu_TA
240,GarageType_2Types
241,GarageType_Attchd
242,GarageType_Basment
243,GarageType_BuiltIn
244,GarageType_CarPort
245,GarageType_Detchd
246,GarageFinish_Fin
247,GarageFinish_RFn
248,GarageFinish_Unf
249,GarageQual_Ex
250,GarageQual_Fa
251,GarageQual_Gd
252,GarageQual_Po
253,GarageQual_TA
254,GarageCond_Ex
255,GarageCond_Fa
256,GarageCond_Gd
257,GarageCond_Po
258,GarageCond_TA
259,PavedDrive_N
260,PavedDrive_P
261,PavedDrive_Y
262,PoolQC_Ex
263,PoolQC_Fa
264,PoolQC_Gd
265,Fence_GdPrv
266,Fence_GdWo
267,Fence_MnPrv
268,Fence_MnWw
269,MiscFeature_Gar2
270,MiscFeature_Othr
271,MiscFeature_Shed
272,MiscFeature_TenC
273,SaleType_COD
274,SaleType_CWD
275,SaleType_Con
276,SaleType_ConLD
277,SaleType_ConLI
278,SaleType_ConLw
279,SaleType_New
280,SaleType_Oth
281,SaleType_WD
282,SaleCondition_Abnorml
283,SaleCondition_AdjLand
284,SaleCondition_Alloca
285,SaleCondition_Family
286,SaleCondition_Normal
287,SaleCondition_Partial
